id,title,content,url
345833891,How to request to remove PII/PHI message on Slack?,"If you or one of your teammates accidentally post PII/PHI info on a Slack channel, you should reach out to us in the #itops channel right away and a IT member will remove the post. If this is a private channel, you should invite the IT member to that channel and tag the PII/PHI post. For documentation purpose, you will want to follow this guide to report the incident: ",https://confluence.gustocorp.com/pages/viewpage.action?pageId=345833891
300811609,How to reset your Okta/computer password,"Depends on your laptop configuration, you will follow one of the approach to reset your Okta/Computer password.Okta (for both Windows and Mac users)Go to https://gusto.okta.com to change your password (Click on your name on the top right  Setting  Edit Profile).When prompted, enter your current Okta password (you may be prompted with an Okta Push/Verify).Change your password on the form, then click the Change Password button.Mac Laptop. Once you have updated your Okta password, on your laptop, Go to  System Setting  User and Groups.Find your name  Click on the i icon  Click on the Change password option from the left. Reset your password so it matches what you used in Okta (step 1).Click Ok.Windows Laptop: Open Settings | Accounts | Sign-in options or search Sign-in options from the start menu. Click change password, which will open up a browser to https://account.activedirectory.windowsazure.com/r#/profile. Select Change password and complete the prompts for entering your old password and new password.All set! ",https://confluence.gustocorp.com/pages/viewpage.action?pageId=300811609
489161812,Troubleshooting Poor Call Quality with Nice CXOne,"Poor call quality can be caused by a variety of factors, including latency, jitter, packet loss, and inadequate upload and download speeds.To ensure optimal call quality, In. Contacts Support recommends an upload speed of 512Kbps minimum, a download speed of 1.5Mbps minimum, latency of less than 150ms (round trip), packet loss of less than 0.75%, and jitter of less than 20ms.If you are experiencing poor call quality, you can run the  Nice CXOne Call Quality Diagnostic tool.Additional troubleshooting, per Biztech can be found in their How to troubleshoot CXone Issues guide.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Poor+Call+Quality+with+Nice+CXOne
488998073,"Returning Gusto Equipment
-MLiLDuIWfo","If you are leaving Gusto and have been issued equipment, you will receive an off-packet email from HR with return instructions. This email will include a return link that can be used multiple times for any equipment you have. On your last day, you will also receive a package for one computer. If you have any questions, please contact an IT Support member.",https://confluence.gustocorp.com/display/GGKB/Returning+Gusto+Equipment%0A-MLiLDuIWfo
478609626,Resetting Workday Password Through OKTA-aW1fkrwdik,"If you are having trouble resetting your Workday password, try accessing Workday through the tile in OKTA, please reach out to the People team at https://go/phc",https://confluence.gustocorp.com/display/GGKB/Resetting+Workday+Password+Through+OKTA-aW1fkrwdik
489161064,How to Enable Editing in Microsoft Office,"If you have an Office license, you can sign in to Excel with your Okta login to gain editing access. For more information, please refer to the following link: https://confluence.gustocorp.com/display/GGKB/How+to+Install+and+Activate+%28Enable+Editing%29+Microsoft+Office.",https://confluence.gustocorp.com/display/GGKB/How+to+Enable+Editing+in+Microsoft+Office
487096362,Troubleshooting Okta Verify Push not coming through -XaPw8BpP2x,"If you are having trouble with Okta Verify, try the following steps: 1. Reboot your phone 2. Turn off your phone's wifi 3. Refresh the login page on your laptop 4. Try again If these steps do not work, contact an IT Support member for further assistance.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Okta+Verify+Push+not+coming+through+-XaPw8BpP2x
487030813,How to use the AI companion and summary feature in Zoom?,"If you are interested in learning how AI Companion works in Zoom, check out this guide. For the summary feature, check out this other guide.Have other questions? Reach out to us in #itops",https://confluence.gustocorp.com/pages/viewpage.action?pageId=487030813
478447047,How to Enable Slack Notifications,"If you are not receiving notifications from Slack despite having all notifications enabled, follow these steps:1. Click on the Apple logo in the top left corner of your screen and go to System Settings.2. Scroll until you find Notification Settings and click on it.3. Scroll down in the Notifications tab until you find Slack.4. Click on Slack and make sure the bubble is filled for notifications.5. You should now be receiving notifications from Slack.",https://confluence.gustocorp.com/display/GGKB/How+to+Enable+Slack+Notifications
478447037,How to Report Missing Items you ordered from MBS and Onboarding,"If you are missing items from your recent order, please reach out to the MBS team at gusto@mbsdirect.com .They will be able to help you correct this issue.",https://confluence.gustocorp.com/display/GGKB/How+to+Report+Missing+Items+you+ordered+from+MBS+and+Onboarding
478447031,Troubleshooting Saving or Printing Excel Documents,"If you are having trouble saving or printing changes made in Excel, you will need to sign into the app using your Gusto Okta username and password.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Saving+or+Printing+Excel+Documents
478610485,"Troubleshooting Anti-Harassment Training Course
-gE0tTTcSKV","If you are having issues opening the Anti-Harassment Training course located in Degreed, please check the Grow with Gusto Confluence Hub for self-service resources. If additional support is needed, please file an LD PHC ticket. The Team will respond within 24 hours.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Anti-Harassment+Training+Course%0A-gE0tTTcSKV
479167574,Troubleshooting Persona Access Issues-nAGVch4neF,"If you are having trouble accessing Persona, first try restarting your device and clearing your cookies and cache. IT usually only takes care of the Persona tile, but unfortunately doesn't have permission to troubleshoot in-app issue. You will want to reach out to the #2fa-and-persona-questions channel on Slack for further troubleshooting. ",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Persona+Access+Issues-nAGVch4neF
478610452,Resolving Issues not seeing printers on a PC-Kbul7l8ZOd,"If you cannot find printers in the Add Printers and Scanners window, please try restarting your computer and then check for them once more. If this is still an issue contact IT Support and they will be able to help.",https://confluence.gustocorp.com/display/GGKB/Resolving+Issues+not+seeing+printers+on+a+PC-Kbul7l8ZOd
478610450,"Troubleshooting Okta Issues
-TZSAvtOqSI","If you are having issues with Okta, try fully closing out the app and rebooting your phone. If that doesn't work, try refreshing your browser and starting the sign in process again. If you are still having issues, contact an IT Support member for further assistance.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Okta+Issues%0A-TZSAvtOqSI
479167548,Chrome mouse clicking Issues in Full Screen Mode,"If you are having trouble clicking on the upper half of your Chrome screen when in full screen mode, try the following steps:1. In the address bar, type: chrome://flags/#enable-gpu-rasterization2. Click on enable.3. Relaunch Chrome.",https://confluence.gustocorp.com/display/GGKB/Chrome+mouse+clicking+Issues+in+Full+Screen+Mode
478610405,Requesting Access to Gusto Interviewing Account for GitHub,"To request access to the Gusto Interviewing account for Git. Hub, please post in the #dex-help channel. If you have a reference ticket, please include it in your post.",https://confluence.gustocorp.com/display/GGKB/Requesting+Access+to+Gusto+Interviewing+Account+for+GitHub
478446623,"If you are getting the ""To continue you'll need an additional security method to verify your identity"" message","If you are getting this message while setting up your replacement laptop, signing into apps from your phone, etc., this means you will need to set up Okta Verify on your cellphone to proceed If you already have Okta verify set up on your Gusto laptop, you can set up Okta verify with self service! On your mobile device, go to the corresponding app store and search for Okta Verify. Install that app. One installed, you can put your phone down and do the next steps on your laptop.On your laptop, using Chrome, open https://gusto.okta.com and log in as you normally would. If Okta does not automatically prompt you to enroll in Okta Verify, click in your name in the upper right of the web page, and select Settings. Once the Settings page loads, at the bottom of the right column of the page you will see Security Methods. Click on Set Up next to Okta Verify.At this point Okta will take you step by step through getting Okta Verify installed and set up  Just click on Set up. Okta will have you download the Okta Verify app from your phone's app store and present a QR code to scan. See the next step for what it looks like on your phone.This is the flow on your phone. For the most part, you will just select the blue default button (please check out the guide below for screenshots if need additional assistance) Need extra guidance? Check out this guide with screenshots!",https://confluence.gustocorp.com/pages/viewpage.action?pageId=478446623
478446618,Adding Outreach Extension to Chrome-LpczD8WS0n,"To add the Outreach extension to Chrome, go to the Chrome Web Store and search for Outreach Everywhere. Once you have found the extension, click Add to Chrome to install it.Or simply use this link: https://chrome.google.com/webstore/detail/outreach-everywhere/chmpifjjfpeodjljjadlobceoiflhdid?utm_source=ext_sidebarhl=en-USPlease noted you will need to have access to Outreach in Okta before using it.",https://confluence.gustocorp.com/display/GGKB/Adding+Outreach+Extension+to+Chrome-LpczD8WS0n
479167503,Accessing Tealium with Okta-aPtUtKHayn,"If you need access to Tealium, you can request the Okta tile from #itops. If you don't have an account yet, you can reach out to the #growth-foundation-workstream channel on Slack. ",https://confluence.gustocorp.com/display/GGKB/Accessing+Tealium+with+Okta-aPtUtKHayn
479167391,"Setting Up Slack on Your Phone
-HN1ByXygsv","If you are having trouble logging into the Slack app on your phone, you may need to reset your password. When attempting to reset your password, you may receive an error message stating that your Gusto email is not tied to a Gusto account. To resolve this issue, you will need to set up OKTA verify on your phone before accessing some Gusto apps through your phone. For step-by-step instructions on how to set up Slack on your phone, please refer to the following article:  https://confluence.gustocorp.com/display/GGKB/How+to+Set+up+Slack+on+your+Phone . For instructions on how to set up OKTA verify on your phone, please refer to the following article:  https://confluence.gustocorp.com/pages/viewpage.action?page. Id=414745175 .",https://confluence.gustocorp.com/display/GGKB/Setting+Up+Slack+on+Your+Phone%0A-HN1ByXygsv
475234372,Reimbursement for Non-MBS Purchases,"Didn't find something on the MBS store that you would like for your WFH setup? Please speak with your PE and refer to the Confluence page on Stipends at  https://confluence.gustocorp.com/pages/viewpage.action?page. Id=186780926 . If you have any questions, please contact the Benefits team at https://go/phc .",https://confluence.gustocorp.com/display/GGKB/Reimbursement+for+Non-MBS+Purchases
300549555,How to Add an Emoji to Slack?,Open up Slack and click on the smile 'Emoji' where you go to type in a message. When the emoji menu populates click 'Add Emoji'Upload your image under 'Custom Emoji' (Slack will resize it for you if the image is too large) and name it - then click 'Save'That's it! You've created an emoji that everyone can use. To see a picture guide of this process click here!,https://confluence.gustocorp.com/pages/viewpage.action?pageId=300549555
478446408,Troubleshooting Benefits Adjustment 404 Error in PANDA/HIPPO,"If you are experiencing a 404 error when attempting to access the Benefits Adjustment page of a company's page on Panda/HIPPO, you may need to file a TPO ticket at https://go/tpo . IT does not manage anything inside Panda or errors in the app.",https://confluence.gustocorp.com/pages/viewpage.action?pageId=478446408
478445923,Troubleshooting Zoom Integration with Chilipiper,"If you are using Chilipiper to schedule meetings and your platform demo link has Zoom set-up as the main and only meeting type, but Zoom does not appear when booking meetings, try the following steps:1. Click Chrome's Extension icon in the Chrome toolbar and make sure the Zoom Extension is installed. If not, you can get it here: https://chromewebstore.google.com/detail/kgjfgplpablkjnlkjmjdecgdpfankdle.2. Log into the Zoom Extension. 3. Click the SSO button at the bottom right.4. Type Gusto (if it's missing) and click Continue.5. You may be prompted to reauthorize your Zoom account with Chrome. If it does, go ahead and select your Gusto account and accept.6. Click the Blue Zoom icon Extension in Chrome and make sure your email address is showing.7. Disconnect and then re-connect Zoom in the Chilipiper settings. If these steps do not resolve the issue, reach out to the  #biztech-help channel in Slack for further assistance.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Zoom+Integration+with+Chilipiper
478445759,How to Set Up Okta Verify on a New Phone-j0Xdo8gOif,"If you have recently purchased a new phone and need to set up Okta Verify on it, follow these steps:1. Log into http://gusto.okta.com|gusto.okta.com 2. Click on the top right where it says your name 3. Select Settings4. Under Security methods, select `Set up another` under the Okta Verify section5. Authenticate with your Okta Verify app 6. Select the `set up` button to scan the new QR code on your new phone Once you have completed these steps, Okta Verify should be set up on your new phone.",https://confluence.gustocorp.com/display/GGKB/How+to+Set+Up+Okta+Verify+on+a+New+Phone-j0Xdo8gOif
478445713,Creating a Shared Drive in Google Drive-9NKlDi57o6,"Creating a shared drive in Google Drive is easy and can be done in a few simple steps.1. Log into your Google Drive account. 2. On the left side of the page, click on “Shared Drives”.3. At the top left, click “New”.4. Enter a name for the shared drive.5. Click “Create”. From there, you can select the permissions and the users to be added to the group. If you need any assistance, please contact your IT support team.",https://confluence.gustocorp.com/display/GGKB/Creating+a+Shared+Drive+in+Google+Drive-9NKlDi57o6
479166729,Resolving Download Issues in Managed Software Center-YGLtiKsZcB,"If you are having trouble downloading an application in Managed Software Center, try exiting out of Managed Software Center, toggling your wifi off for 10 seconds, and then opening Managed Software Center again. Click on the check device health button and type in your laptop password. Once the device check is complete, try reinstalling the application again. If this does not work, contact IT Support for further assistance.",https://confluence.gustocorp.com/display/GGKB/Resolving+Download+Issues+in+Managed+Software+Center-YGLtiKsZcB
478445758,Troubleshooting a PC Laptop that Won't Turn On-OankwD3Vd5,"If your laptop won't turn on, follow these steps:Completely power down your computer.Unplug all connected devices and close the laptop lid for 30 seconds.Press and hold the power button for 15 seconds.If this doesn't work, check if the caps lock button has a light. You can also try resetting the laptop using a tiny reset pinhole at the bottom. You'll need a paperclip to press it. Make sure the computer is completely powered down, press and hold the reset pin for 5 seconds, then flip the laptop over and try turning it on again. If it still doesn't turn on, please let us know.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+a+PC+Laptop+that+Won%27t+Turn+On-OankwD3Vd5
479166720,"Resetting Workday Password Through OKTA
-gDmXH9z5NN","If you are having trouble resetting your Workday password, try accessing Workday through the tile in OKTA. This should allow you to reset your password and gain access to Workday. If you are still having trouble, contact an IT Support member for assistance.",https://confluence.gustocorp.com/display/GGKB/Resetting+Workday+Password+Through+OKTA%0A-gDmXH9z5NN
478609625,Using Touch ID in Okta Verify,"If you have enrolled your Macbook's Touch ID in Okta Verify, you can use it as an alternative authenticator method if you have lost your phone. This can be done by selecting Verify with something else  and choosing  Security Key or Biometric Authenticator  when prompted.  Okta Verify can be a helpful tool in such unfortunate situations.",https://confluence.gustocorp.com/display/GGKB/Using+Touch+ID+in+Okta+Verify
479166715,"Troubleshooting Wi-Fi Connection Issues
-PK4Zgf55iz","If you are having trouble connecting to Wi-Fi on your laptop, try the following steps: 
1. Reset your modem and router. 
2. Forget your network on your laptop and reconnect. 
3. Restart your laptop. 
4. Try connecting your laptop to a hotspot on your phone. 

If these steps do not work, contact your IT Support for further assistance.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Wi-Fi+Connection+Issues%0A-PK4Zgf55iz
478445694,Deleting a Github Team/Repo -N34XNOTKFP,"If you need to delete a Github team/repo, please reach out to our DEx team in the #dex-help channel.",https://confluence.gustocorp.com/pages/viewpage.action?pageId=478445694
465306811,Troubleshooting WiFi Connection Issues in Gusto Offices,"If you are having trouble connecting to the office wifi,  it may be due to their DNS settings. To troubleshoot this issue, have your guest check their DNS settings and make sure they are not set to their own. If this does not resolve the issue, you can file a ticket for further help.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+WiFi+Connection+Issues+in+Gusto+Offices
478609599,Accessing Grow with Gusto,"If you are having trouble accessing Grow with Gusto, click on the Degreed tile and if that does not log you in, please contact the GwG team at https://go/gwg.",https://confluence.gustocorp.com/display/GGKB/Accessing+Grow+with+Gusto
478609530,Trying to run MacOS update but Nudge app is not quitting -nn8LJ4R4sG,"If you are having trouble updating your system due to the Nudge app not closing on the list to force quit, press and hold the power button for 5 seconds (until you see the screen goes black). Then turn it back on. If you see the update prompt again, click on start update. If not, go to System Settings  General  Software Update and start the update from there.",https://confluence.gustocorp.com/display/GGKB/Trying+to+run+MacOS+update+but+Nudge+app+is+not+quitting+-nn8LJ4R4sG
478445693,Troubleshooting MasterTax Login Issues-U9c1Ql7M2J,"If you are having trouble loading the Master. Tax page, please reach out to the #itops channal and ask IT to add you to OG_z. Scaler_Mastertax from Okta admin. Once this step is done, try opening the z. Scaler app, navigating to the More tab, and hitting update policy. This should allow you to access the Master. Tax login page. If you are still having trouble, contact IT Support for assistance.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+MasterTax+Login+Issues-U9c1Ql7M2J
479166681,Installing Your own Software -c2NhCxNMhs,"If you need to install software on your own, first check the managed software center app to see if the software you need is approved. If it is not, check with your colleagues or PE to see if they are already using the software. If they are, you should be able to download and install it on your own. If you are uncertain about a particular app or tool, check with the security team in the #security-help for approval.",https://confluence.gustocorp.com/display/GGKB/Installing+Your+own+Software+-c2NhCxNMhs
478609483,Troubleshooting Outreach Template Connectivity Issues,"If you are having trouble connecting your Outreach templates to your Gmail account, reach out to the #biztech-help channel in Slack for assistance.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Outreach+Template+Connectivity+Issues
478609425,How to Open an XLSX /Excel File,"If you are unable to open an XLSX file, you can use Google Sheets to open it.Go to https://sheets.google.com and click the File picker Icon  , then select Upload. You can then drag and drop the XLSX file into the window and it will open.",https://confluence.gustocorp.com/pages/viewpage.action?pageId=478609425
363103218,Migrate to SimpleMDM,"Follow this guide to migrate your Mac to SimpleMDM. The process should only take about 10 minutes to complete. Before you begin, make sure your Mac has a stable network connection and at least 50% battery life.Related articles. Step-by-step Guide. Migrate to SimpleMDM - Manual. Important. The automated migration window has closed. IT ops must manually walk through migration steps from here on out.Log into WorkspaceONE and browse to a device record.Select More Actions  Enterprise Wipe. Note this does not erase the machine. Enter a reason, continue, and then enter a PIN when prompted.Critical Be extra certain You are seeing Enterprise Wipe. Do NOT choose Device Wipe (even if it's your only option) as this will ERASE the Gusties laptop (and will most certainly lead to some very uncomfortable conversations afterwards).If Device Wipe is your only option, stop and reach out to IT-CPE or  for correct permissions before proceeding.  On the Mac, confirm unenrollment completed by looking at System Settings  Privacy  Security  Profiles. There should be no profiles displayed.Open Terminal and run sudo profiles renew -type enrollment A full screen enrollment flow will appear. Step through it to complete enrollment.Open MSC and run check device health to force a Chef run.Confirm Zscaler posture checks pass - CS Falcon is running, certificates are installed, etc.Migrate to SimpleMDM - ARCHIVEDOpen the Managed Software Center app.Search for mdm and select Gusto MDM Migration, or click the banner at the top of the screen.Click the install button and you'll see the migration begin in Managed Software Center.Managed Software Center will close and a new progress window will open.   If you are doing this migration in any of our offices, please expand this note. If you are performing this migration in any of our offices, your laptop will switch to wireless networks to continue the process. If it doesn't connect after 30 seconds, please manually join our g. Guest2 network. Password gowithgusto.When the Enroll in new MDM step occurs, click on banner notification from the top right of your screen. Then click Allow for the following prompt.Enter you laptop password and then hit Enroll.Sign into Okta using your credentials. The enrollment profile should be installed now. It will bring you back to main prompt to run the remaining steps.When all the steps are done, click “Restart” on the MDM Migration window and again on the Mac pop-up to restart your laptop. That’s it!Video Directionshttps://drive.google.com/file/d/1pbY4Ce. XaYUuvz. BnRZ78G4yj. RhOZrXF_P/view?usp=drivesdktrue600Troubleshooting FAQAn error occurred during MDM migration. What should I do?Restart your Mac and try the migration again from Managed Software Center. If you see an error like the one below, or migration fails multiple times, please reach out to IT in the #itops channel on Slack.My Keyboard froze and will not allow me to enter in my password?Please restart your Mac and try the migration again from Managed Software Center.Related articles. Related articles appear here based on the labels you select. Click to edit the macro and add or change labels.false5ITIfalsemodifiedtruepagelabel = kb-how-to-article and type = page and space = ITIkb-how-to-articletrue. Related issues",https://confluence.gustocorp.com/display/GGKB/Migrate+to+SimpleMDM
475660490,Troubleshooting Login Issues with Gong,"If you are having trouble logging into Gong, please reach out to the #biztech-help Slack channel for assistance.",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Login+Issues+with+Gong
475463920,Setting Up Slido Events,"If you need  Slido access, We  will need the following information to help you set up an event:Event name. Start date. End date. Event code (i.e. #Gusto. Town. Hall)Moderators (who will be helping moderate questions?)",https://confluence.gustocorp.com/display/GGKB/Setting+Up+Slido+Events
475660481,Accessing EasyGenerator,"If you need access to Easy. Generator, please contact the Learning and Development team.",https://confluence.gustocorp.com/display/GGKB/Accessing+EasyGenerator
475234491,How to Delete and Resubmit Lattice Feedback,"If you need to delete and resubmit feedback in Lattice, please submit a PHC ticket at https://go/phc .",https://confluence.gustocorp.com/display/GGKB/How+to+Delete+and+Resubmit+Lattice+Feedback
475234371,Trouble with Chrome logging into SalesForce / Aux Coding / NiceCX,"If you are having trouble logging into the aux coding after your computer updated, try clearing your Google Cache. To do this:1. Click on the 3 vertical dots in the top right hand corner of your Chrome browser, hover your cursor over the “History” menu, and click on the “History” button.2. In the top left hand corner of the next screen, hit “Clear browsing data” and check all the boxes and select “All time” then clear data.For further Chrome application troubleshooting, click here:  . If that does not resolve your calling issues, please reach out to the #biztech-help Slack Channel for further assistance.",https://confluence.gustocorp.com/pages/viewpage.action?pageId=475234371
465307246,Updating Your Name on Gusto Platforms,"If you are currently going through a legal name change you will first need to request this in Workday. To start this process off for your Gusto accounts:File a request through Workday:Open the Workday tile from gusto.okta.com. Open this link: https://wd5.myworkday.com/gusto/d/task/2997$637.htmld. If the above link does not work, in Workday, search Change My Legal Name and fill out the form.This will kick off a process to other teams.IT will reach out to you for the name change. This will put you out of commission for a few hours while we adjust your accounts and set up a replacement laptop for the new account.As the name change process is both impactful to the Gustie (the process can take a few hours to complete) and is time-intensive with Gusto IT, a team member will reach out to you once they have time to fulfill the request. Appreciate your patience as Gusto only recently implemented a process to do name changes remotely.",https://confluence.gustocorp.com/display/GGKB/Updating+Your+Name+on+Gusto+Platforms
465307281,Resolving Room Conflicts for Recurring Meetings,"When booking a recurring meeting in a room, it is important to check for any conflicts with future events. If a room detects a pre-scheduled event, it will automatically cancel any newly created recurring events due to the conflict.To ensure the room is booked, check the future events for the given room and select one with no conflicts.",https://confluence.gustocorp.com/display/GGKB/Resolving+Room+Conflicts+for+Recurring+Meetings
465896928,Moving Okta from One Phone to Another,"If you are trying to move your Okta from one phone to another, you can follow the instructions in this article https://confluence.gustocorp.com/pages/viewpage.action?page. Id=439812301.If you encounter an invalid token error when scanning the QR code from your laptop, make sure to remove the preexisting account in Okta on your new phone and reregister it.",https://confluence.gustocorp.com/display/GGKB/Moving+Okta+from+One+Phone+to+Another
465307166,How to Use Okta Verify Without a Phone,"If you are unable to use your phone to verify with Okta, you can still sign in with something else.During the login process, select the option to sign in with something else (bottom of the Okta login box) and then select security biometric. This should let you in without needing to use your phone.",https://confluence.gustocorp.com/display/GGKB/How+to+Use+Okta+Verify+Without+a+Phone
465535863,Troubleshooting Chrome Cache Issues,"If you are experiencing issues with Chrome applications, you may need to clear your Chrome cache. To do this, follow these steps:1. In the top right hand corner of your Chrome browser, click on the 3 vertical dots.2. Hover your cursor over the “History” menu.3. You will then see another History button, go ahead and click on that one.4. In the top left hand corner of the next screen, hit “Clear browsing data”.5. Now you should see the menu that allows you to clear your Chrome cache. You can play with these settings a little but, but most people just check all the boxes and select “All time” then clear data.Need more guidance? Check out the https://confluence.gustocorp.com/display/GGKB/How%2Bto%2Bclear%2Bchrome%2Bcache| guide with pictures!",https://confluence.gustocorp.com/display/GGKB/Troubleshooting+Chrome+Cache+Issues
